Specimen ID or Observation ID,Category,Group,Museum accession,Location of voucher specimen,Database,Link to dataset,Link to specimen,Observation type,Genetic sample?,Genetic status,Observation Date,Morphological Identification,Common name,Genetic Idenification,Genetic Notes,Phylum,Class,Order,Family,Genus,Species,Identifier Name or User ID,Notes,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Depth (m),Habitat,Sampling Protocol,Site Code,Collection Event ID
BHAK-12280-FCBB,Marine Invertebrate,Cnidaria,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44810,Calycella syringa,,,,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Calycella,Calycella syringa,Biologica Environmental Services Taxonomist,"Associated Specimens :growing on BHAK-12279, Calycella syringa growing on a Campanulariidae, not much tissue in either",Canada,British Columbia,Burrard Inlet,False Creek,Granville Island,49.273,-123.134,5,inlet,sediment grab sample,FCRK06,FCBB39
BHAK-12049-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44809,Capitella capitata,,Capitella capitata,,Annelida,Polychaeta,,Capitellidae,Capitella,Capitella capitata,Biologica Environmental Services Taxonomist,Capitella capitata complex,Canada,British Columbia,Burrard Inlet,False Creek,Science World,49.273,-123.104,5,inlet,sediment grab sample,FCRK12,FCBB34
BHAK-12063-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44809,Capitella capitata,,,No match to public reference sequences,Annelida,Polychaeta,,Capitellidae,Capitella,Capitella capitata,Biologica Environmental Services Taxonomist,Capitella capitata complex,Canada,British Columbia,Burrard Inlet,False Creek,Science World,49.273,-123.104,5,inlet,sediment grab sample,FCRK12,FCBB34
BHAK-12065-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44809,Capitella capitata,,Capitella capitata,,Annelida,Polychaeta,,Capitellidae,Capitella,Capitella capitata,Biologica Environmental Services Taxonomist,Capitella capitata complex,Canada,British Columbia,Burrard Inlet,False Creek,Science World,49.273,-123.104,5,inlet,sediment grab sample,FCRK12,FCBB34
BHAK-12159-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Capitella capitata,,Capitella capitata,,Annelida,Polychaeta,,Capitellidae,Capitella,Capitella capitata,Biologica Environmental Services Taxonomist,Capitella capitata complex,Canada,British Columbia,Burrard Inlet,False Creek,Granville Island,49.273,-123.134,5,inlet,sediment grab sample,FCRK06,FCBB39
BHAK-12327-FCBB,Marine Invertebrate,Mollusca,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Cardiomya pectinata,,Cardiomya pectinata,,Mollusca,Bivalvia,,Cuspidariidae,Cardiomya,Cardiomya pectinata,Philip Hoover,,Canada,British Columbia,Burrard Inlet,,English Bay,49.282,-123.16,5,inlet,sediment grab sample,FCRK01,FCBB43
BHAK-12328-FCBB,Marine Invertebrate,Mollusca,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Cardiomya pectinata,,Cardiomya pectinata,,Mollusca,Bivalvia,,Cuspidariidae,Cardiomya,Cardiomya pectinata,Philip Hoover,,Canada,British Columbia,Burrard Inlet,,English Bay,49.282,-123.16,5,inlet,sediment grab sample,FCRK01,FCBB43
BHAK-12277-FCBB,Marine Invertebrate,Bryozoa,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44810,Caulibugula,,,,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Caulibugula,,Biologica Environmental Services Taxonomist,,Canada,British Columbia,Burrard Inlet,False Creek,Granville Island,49.273,-123.134,5,inlet,sediment grab sample,FCRK06,FCBB39
BHAK-12084-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Biologica Environmental Services Taxonomist,"Chaetozone sp. N-1 (Ruff) x3, spines on far posterior segments, although eyes are not present, it seems to be the same species with the specimens with eyes",Canada,British Columbia,Burrard Inlet,False Creek,Cambie Street Bridge,49.272,-123.115,5,inlet,sediment grab sample,FCRK09,FCBB36
BHAK-12086-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Biologica Environmental Services Taxonomist,"Chaetozone sp. N-1 (Ruff) spines on far posterior segments, surficial eyes on prostomium",Canada,British Columbia,Burrard Inlet,False Creek,Cambie Street Bridge,49.272,-123.115,5,inlet,sediment grab sample,FCRK09,FCBB36
BHAK-12087-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Biologica Environmental Services Taxonomist,"Chaetozone sp. N-1 (Ruff) spines on far posterior segments. Although the eyes seem to be faded, it is almost identical to the specimen 12086.",Canada,British Columbia,Burrard Inlet,False Creek,Cambie Street Bridge,49.272,-123.115,5,inlet,sediment grab sample,FCRK09,FCBB36
BHAK-12126-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Biologica Environmental Services Taxonomist,"Chaetozone sp. N-1 (Ruff) spines on far posterior segments. Although the eyes seem to be faded, it is almost identical to the specimen 12086.",Canada,British Columbia,Burrard Inlet,False Creek,Charleston Park- combined sewer outflow,49.27,-123.123,5,inlet,sediment grab sample,FCRK08,FCBB37
BHAK-12127-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Biologica Environmental Services Taxonomist,"Chaetozone sp. N-1 (Ruff) spines on far posterior segments. Very small eyespot, same as the others",Canada,British Columbia,Burrard Inlet,False Creek,Charleston Park- combined sewer outflow,49.27,-123.123,5,inlet,sediment grab sample,FCRK08,FCBB37
BHAK-12128-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Biologica Environmental Services Taxonomist,"Chaetozone sp. N-1 (Ruff) spines on far posterior segments. Although the eyes seem to be faded, it is almost identical to the specimen 12086.",Canada,British Columbia,Burrard Inlet,False Creek,Charleston Park- combined sewer outflow,49.27,-123.123,5,inlet,sediment grab sample,FCRK08,FCBB37
BHAK-12075-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone pugettensis,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone pugettensis,Biologica Environmental Services Taxonomist,,Canada,British Columbia,Burrard Inlet,False Creek,Charleston Park- combined sewer outflow,49.27,-123.123,5,inlet,sediment grab sample,FCRK08,FCBB37
BHAK-12076-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone pugettensis,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone pugettensis,Biologica Environmental Services Taxonomist,,Canada,British Columbia,Burrard Inlet,False Creek,Cambie Street Bridge,49.272,-123.115,5,inlet,sediment grab sample,FCRK09,FCBB36
BHAK-12077-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone pugettensis,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone pugettensis,Biologica Environmental Services Taxonomist,,Canada,British Columbia,Burrard Inlet,False Creek,Cambie Street Bridge,49.272,-123.115,5,inlet,sediment grab sample,FCRK09,FCBB36
BHAK-12078-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone pugettensis,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone pugettensis,Biologica Environmental Services Taxonomist,,Canada,British Columbia,Burrard Inlet,False Creek,Cambie Street Bridge,49.272,-123.115,5,inlet,sediment grab sample,FCRK09,FCBB36
BHAK-12083-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone pugettensis,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone pugettensis,Biologica Environmental Services Taxonomist,,Canada,British Columbia,Burrard Inlet,False Creek,Cambie Street Bridge,49.272,-123.115,5,inlet,sediment grab sample,FCRK09,FCBB36
BHAK-12129-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone pugettensis,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone pugettensis,Biologica Environmental Services Taxonomist,,Canada,British Columbia,Burrard Inlet,False Creek,Charleston Park- combined sewer outflow,49.27,-123.123,5,inlet,sediment grab sample,FCRK08,FCBB37
BHAK-12130-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Chaetozone pugettensis,,,,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,Chaetozone pugettensis,Biologica Environmental Services Taxonomist,,Canada,British Columbia,Burrard Inlet,False Creek,Charleston Park- combined sewer outflow,49.27,-123.123,5,inlet,sediment grab sample,FCRK08,FCBB37
BHAK-12358-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44810,Cistenides,,,,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,,Biologica Environmental Services Taxonomist,"Cistenides sp., not sure if this is P. californiensis, but seems it lacks 13th uncinigers",Canada,British Columbia,Burrard Inlet,,English Bay,49.282,-123.16,5,inlet,sediment grab sample,FCRK01,FCBB43
BHAK-12137-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44809,Cistenides brevicoma,,,,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,Cistenides brevicoma,Biologica Environmental Services Taxonomist,previously ID d as C. granulata of Northern Europe,Canada,British Columbia,Burrard Inlet,False Creek,Charleston Park- combined sewer outflow,49.27,-123.123,5,inlet,sediment grab sample,FCRK08,FCBB37
BHAK-12220-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Cistenides brevicoma,,Cistenides brevicoma,,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,Cistenides brevicoma,Biologica Environmental Services Taxonomist,previously ID d as C. granulata of Northern Europe,Canada,British Columbia,Burrard Inlet,False Creek,Vanier Park,49.279,-123.142,5,inlet,sediment grab sample,FCRK04,FCBB41
BHAK-12350-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Cistenides brevicoma,,Cistenides brevicoma,Also a strong match to specimens IDed as Pectinaria granulata,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,Cistenides brevicoma,Biologica Environmental Services Taxonomist,previously ID d as C. granulata of Northern Europe,Canada,British Columbia,Burrard Inlet,,English Bay,49.282,-123.16,5,inlet,sediment grab sample,FCRK01,FCBB43
BHAK-12359-FCBB,Marine Invertebrate,Annelida,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Cistenides brevicoma,,Cistenides brevicoma,Also a strong match to specimens IDed as Pectinaria granulata,Annelida,Polychaeta,Terebellida,Pectinariidae,Cistenides,Cistenides brevicoma,Biologica Environmental Services Taxonomist,"Cistenides brevicoma, previously ID d as C. granulata of Northern Europe",Canada,British Columbia,Burrard Inlet,,English Bay,49.282,-123.16,5,inlet,sediment grab sample,FCRK01,FCBB43
BHAK-12295-FCBB,Marine Invertebrate,Mollusca,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Clinocardium nuttallii,,Clinocardium nuttallii,,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,Philip Hoover,,Canada,British Columbia,Burrard Inlet,False Creek,Vanier Park,49.279,-123.142,5,inlet,sediment grab sample,FCRK04,FCBB41
BHAK-12297-FCBB,Marine Invertebrate,Mollusca,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Clinocardium nuttallii,,Clinocardium nuttallii,,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,Philip Hoover,,Canada,British Columbia,Burrard Inlet,False Creek,Vanier Park,49.279,-123.142,5,inlet,sediment grab sample,FCRK04,FCBB41
BHAK-12298-FCBB,Marine Invertebrate,Mollusca,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Clinocardium nuttallii,,Clinocardium nuttallii,,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,Philip Hoover,,Canada,British Columbia,Burrard Inlet,False Creek,Vanier Park,49.279,-123.142,5,inlet,sediment grab sample,FCRK04,FCBB41
BHAK-12299-FCBB,Marine Invertebrate,Mollusca,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Clinocardium nuttallii,,Clinocardium nuttallii,,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,Philip Hoover,,Canada,British Columbia,Burrard Inlet,False Creek,Vanier Park,49.279,-123.142,5,inlet,sediment grab sample,FCRK04,FCBB41
BHAK-12304-FCBB,Marine Invertebrate,Mollusca,pending,"University of British Columbia, Beaty Biodiversity Museum",Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Sequenced,44810,Coanicardita ventricosa,,,No match to public sequence databases,Mollusca,Bivalvia,Carditida,Carditidae,Coanicardita,Coanicardita ventricosa,Philip Hoover,,Canada,British Columbia,Burrard Inlet,,English Bay,49.282,-123.16,5,inlet,sediment grab sample,FCRK01,FCBB43
ZHAK-03006-FCBB,Terestrial Invertebrate,Insecta,N/A,N/A,Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44808,Ctenophora,,,,Arthropoda,Insecta,Diptera,Tipulidae,Ctenophora,,Alyssa Gehman,,Canada,British Columbia,Burrard Inlet,False Creek,False Creek Near Mouth,49.279,-123.141,1.5,inlet,zooplankton net tow,FCRK20,FCBB26
ZHAK-03007-FCBB,Terestrial Invertebrate,Insecta,N/A,N/A,Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44808,Ctenophora,,,,Arthropoda,Insecta,Diptera,Tipulidae,Ctenophora,,Alyssa Gehman,,Canada,British Columbia,Burrard Inlet,False Creek,False Creek Near Mouth,49.279,-123.141,1.5,inlet,zooplankton net tow,FCRK20,FCBB26
ZHAK-03008-FCBB,Terestrial Invertebrate,Insecta,N/A,N/A,Barcode of Life Database,http://www.boldsystems.org/index.php/Public_SearchTerms?query=DS-FCBB,,Specimen collection,yes,Failed,44808,Ctenophora,,,,Arthropoda,Insecta,Diptera,Tipulidae,Ctenophora,,Alyssa Gehman,,Canada,British Columbia,Burrard Inlet,False Creek,False Creek Near Mouth,49.279,-123.141,1.5,inlet,zooplankton net tow,FCRK20,FCBB26
